Record_ID,Train_Number,Station_Code,Route_ID,Journey_Date,Train_Name,Train_Type,Train_Source,Train_Destination,Train_Total_Stops,Route_Name,Station_Name,Station_Order,Is_Junction,Is_Terminal,Is_Bottleneck_Station,Scheduled_Arrival,Actual_Arrival,Scheduled_Departure,Actual_Departure,Arrival_Delay_Min,Departure_Delay_Min,Station_Halt_Min,Cumulative_Delay_Min,Delay_Flag,Severe_Delay_Flag,Delay_Category,Hour_of_Day,Time_Period,Is_Night_Train,Is_Peak_Hour,Day_of_Week,Day_Number,Month,Month_Number,Year,Is_Weekend,Week_Number,Delay_Risk_Score,Risk_Category,Passenger_Reliability_Index,Journey_Predictability_Pct
3716,12137,DR,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Mumbai Dadar Central,2,0,0,0,19:47,19:43,19:50,19:55,0,5,3,16,0,0,On Time/Early,19,Evening Peak (17-21),0,1,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3717,12137,KYN,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Kalyan Jn,3,1,0,1,20:32,20:28,20:35,20:53,0,18,3,17,0,0,On Time/Early,20,Evening Peak (17-21),0,1,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3718,12137,KSRA,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Kasara,4,0,0,0,21:42,21:59,21:45,21:44,17,0,3,35,1,0,Moderate (11-30 min),21,Evening Peak (17-21),0,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3719,12137,NK,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Nasik Road,5,0,0,1,22:55,22:53,23:00,23:18,0,18,5,19,0,0,On Time/Early,23,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3720,12137,MMR,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Manmad Jn,6,1,0,0,00:07,00:02,00:10,00:15,0,5,3,0,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3721,12137,CSN,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Chalisgaon Jn,7,1,0,0,00:53,01:09,00:55,00:54,16,0,2,17,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3722,12137,JL,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Jalgaon Jn,8,1,0,1,00:03,00:19,00:05,00:08,16,3,2,18,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3723,12137,BSL,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bhusaval Jn,9,1,0,1,00:40,01:38,00:45,00:59,58,14,5,61,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3724,12137,BAU,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Burhanpur,10,0,0,1,00:28,00:44,00:30,01:17,16,47,2,20,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3725,12137,KNW,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Khandwa,11,0,0,0,00:52,00:56,00:55,01:21,4,26,3,9,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3726,12137,KKN,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Khirkiya,12,0,0,0,00:40,00:49,00:42,01:40,9,58,2,15,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3727,12137,HD,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Harda,13,0,0,1,00:01,01:01,00:03,00:55,60,52,2,67,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3728,12137,BPF,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Banapura,14,0,0,0,00:31,00:50,00:33,00:37,19,4,2,27,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3729,12137,ET,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Itarsi Jn,15,1,0,0,00:50,00:51,00:00,23:58,1,0,10,10,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3730,12137,NDPM,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Narmadapuram,16,0,0,1,00:18,00:23,00:20,00:33,5,13,2,15,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3731,12137,RKMP,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Rani Kamlapati,17,0,0,0,00:28,00:42,00:30,00:33,14,3,2,25,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3732,12137,BPL,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bhopal Jn,18,1,0,0,00:45,01:25,00:50,00:55,40,5,5,52,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3733,12137,BHS,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Vidisha,19,0,0,0,00:25,00:45,00:27,00:57,20,30,2,33,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3734,12137,BAQ,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Ganj Basoda,20,0,0,1,00:51,03:10,00:53,00:56,139,3,2,153,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3735,12137,BINA,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bina Jn,21,1,0,0,00:00,23:56,00:05,00:25,0,20,5,15,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3736,12137,LAR,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Lalitpur,22,0,0,0,00:50,00:51,00:52,00:59,1,7,2,17,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3737,12137,BAB,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Babina,23,0,0,0,00:35,00:37,00:37,03:04,2,147,2,19,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3738,12137,VGLJ,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Veerangana Laxmibai Jhansi,24,0,0,0,00:15,00:19,00:23,00:48,4,25,8,22,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3739,12137,DAA,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Datia,25,0,0,1,00:44,02:18,00:46,00:43,94,0,2,113,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3740,12137,DBA,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Dabra,26,0,0,0,00:07,00:03,00:09,00:04,0,0,2,0,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3741,12137,GWL,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Gwalior Jn,27,1,0,0,00:40,01:26,00:42,00:56,46,14,2,47,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3742,12137,MRA,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Morena,28,0,0,0,00:15,00:23,00:17,00:48,8,31,2,10,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3743,12137,DHO,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Dholpur Jn,29,1,0,1,00:20,00:20,00:22,00:27,0,5,2,3,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3744,12137,AGC,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Agra Cantt,30,0,0,0,00:00,00:07,00:05,00:25,7,20,5,11,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3745,12137,RKM,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Raja Ki Mandi,31,0,0,1,00:13,00:15,00:15,02:06,2,111,2,7,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3746,12137,MTJ,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Mathura Jn,32,1,0,0,00:45,00:52,00:50,02:57,7,127,5,13,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3747,12137,KSV,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Kosi Kalan,33,0,0,1,00:16,00:18,00:18,00:36,2,18,2,9,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3748,12137,FDB,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Faridabad,34,0,0,1,00:35,02:08,00:37,00:37,93,0,2,101,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3749,12137,NZM,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Delhi Hazrat Nizamuddin,35,0,0,0,00:55,03:50,00:57,01:16,175,19,2,184,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3750,12137,NDLS,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,New Delhi,36,0,0,0,00:25,00:23,00:40,00:52,0,12,15,10,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3751,12137,DKZ,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Delhi Kishanganj,37,0,0,0,00:54,01:46,00:56,00:52,52,0,2,63,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3752,12137,SSB,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Shakurbasti,38,0,0,1,00:08,00:06,00:10,00:36,0,26,2,12,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3753,12137,BGZ,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bahadurgarh,39,0,0,1,00:26,00:36,00:28,00:45,10,17,2,23,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3754,12137,ROK,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Rohtak Jn,40,1,0,0,00:56,01:16,00:58,01:03,20,5,2,34,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3755,12137,JIND,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Jind Jn,41,1,0,0,00:44,01:30,00:46,02:11,46,85,2,61,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3756,12137,NRW,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Narwana Jn,42,1,0,0,00:11,00:19,00:13,00:31,8,18,2,24,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3757,12137,TUN,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Tohana,43,0,0,0,00:32,00:58,00:34,03:09,26,155,2,43,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3758,12137,JHL,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Jakhal Jn,44,1,0,0,00:53,01:47,00:55,00:52,54,0,2,72,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3759,12137,BRZ,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bareta,45,0,0,1,00:06,01:04,00:08,00:13,58,5,2,77,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3760,12137,BLZ,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Budhlada,46,0,0,1,00:20,00:40,00:22,00:42,20,20,2,20,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3761,12137,MSZ,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Mansa,47,0,0,0,00:35,00:43,00:37,00:42,8,5,2,9,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3762,12137,MAUR,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Maur,48,0,0,0,00:51,02:46,00:53,01:03,115,10,2,117,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3763,12137,BTI,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bathinda Jn,49,1,0,1,00:45,00:49,00:55,01:00,4,5,10,7,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3764,12137,GNA,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Goneana Bhai Jagta,50,0,0,0,00:07,00:23,00:09,01:58,16,109,2,20,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3765,12137,GJUT,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Gangsar Jaito,51,0,0,1,00:22,00:38,00:24,00:28,16,4,2,21,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3766,12137,KKP,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Kot Kapura,52,0,0,0,00:38,00:35,00:40,02:51,0,131,2,6,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3767,12137,FDK,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Faridkot,53,0,0,1,00:55,01:48,00:57,03:04,53,127,2,60,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3768,12137,FZR,CSMT_FZR,2025-12-25,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Firozpur Cant,54,0,0,0,00:10,00:13,,,3,0,0,11,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3769,12137,CSMT,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Mumbai Csmt,1,0,0,0,,,19:35,19:55,0,20,0,9,0,0,On Time/Early,19,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3770,12137,DR,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Mumbai Dadar Central,2,0,0,0,19:47,19:46,19:50,21:54,0,124,3,10,0,0,On Time/Early,19,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3771,12137,KYN,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Kalyan Jn,3,1,0,1,20:32,22:32,20:35,20:32,120,0,3,131,1,1,Severe (60+ min),20,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3772,12137,KSRA,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Kasara,4,0,0,0,21:42,22:45,21:45,21:46,63,1,3,75,1,1,Severe (60+ min),21,Evening Peak (17-21),0,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3773,12137,NK,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Nasik Road,5,0,0,1,22:55,23:54,23:00,22:57,59,0,5,72,1,1,Significant (31-60 min),23,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3774,12137,MMR,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Manmad Jn,6,1,0,0,00:07,00:12,00:10,00:05,5,0,3,19,0,0,Slight (1-10 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3775,12137,CSN,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Chalisgaon Jn,7,1,0,0,00:53,00:58,00:55,01:39,5,44,2,20,0,0,Slight (1-10 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3776,12137,JL,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Jalgaon Jn,8,1,0,1,00:03,00:03,00:05,00:00,0,0,2,16,0,0,On Time/Early,0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3777,12137,BSL,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bhusaval Jn,9,1,0,1,00:40,02:01,00:45,01:33,81,48,5,98,1,1,Severe (60+ min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3778,12137,BAU,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Burhanpur,10,0,0,1,00:28,00:40,00:30,00:31,12,1,2,30,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3779,12137,KNW,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Khandwa,11,0,0,0,00:52,02:44,00:55,00:58,112,3,3,131,1,1,Severe (60+ min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3780,12137,KKN,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Khirkiya,12,0,0,0,00:40,00:41,00:42,00:59,1,17,2,1,0,0,Slight (1-10 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3781,12137,HD,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Harda,13,0,0,1,00:01,00:40,00:03,00:05,39,2,2,40,1,1,Significant (31-60 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3782,12137,BPF,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Banapura,14,0,0,0,00:31,01:04,00:33,01:14,33,41,2,35,1,1,Significant (31-60 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3783,12137,ET,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Itarsi Jn,15,1,0,0,00:50,01:29,00:00,01:57,39,117,10,42,1,1,Significant (31-60 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3784,12137,NDPM,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Narmadapuram,16,0,0,1,00:18,00:18,00:20,00:20,0,0,2,4,0,0,On Time/Early,0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3785,12137,RKMP,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Rani Kamlapati,17,0,0,0,00:28,00:26,00:30,00:41,0,11,2,5,0,0,On Time/Early,0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3786,12137,BPL,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bhopal Jn,18,1,0,0,00:45,01:01,00:50,01:36,16,46,5,22,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3787,12137,BHS,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Vidisha,19,0,0,0,00:25,00:30,00:27,00:27,5,0,2,12,0,0,Slight (1-10 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3788,12137,BAQ,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Ganj Basoda,20,0,0,1,00:51,00:58,00:53,01:06,7,13,2,15,0,0,Slight (1-10 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3789,12137,BINA,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Bina Jn,21,1,0,0,00:00,00:11,00:05,00:16,11,11,5,20,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3790,12137,LAR,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Lalitpur,22,0,0,0,00:50,01:37,00:52,03:48,47,176,2,57,1,1,Significant (31-60 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3791,12137,BAB,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Babina,23,0,0,0,00:35,00:39,00:37,00:49,4,12,2,15,0,0,Slight (1-10 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
3792,12137,VGLJ,CSMT_FZR,2025-12-24,12137),Express,Mumbai Csmt,Firozpur Cant,54,Mumbai Csmt to Firozpur Cant,Veerangana Laxmibai Jhansi,24,0,0,0,00:15,00:15,00:23,00:41,0,18,8,12,0,0,On Time/Early,0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,39.2,Medium Risk,6.1,56.3
